CASEID	COMPLETE	SCHL_ID	SCHL_PSU	DIST_ID	DIVISION	SCHL_WT	DIST_WT	A1	A1B_G6	A1B_G7	A1B_G8	A1B_G9	A1B_G10	A2	A3	A4A	A4B	A4C	A4D	A4E	A4F	A4G	A4H	A4I	A5	A6A	A6B	A6C	A7	A8A	A8B	A8C	A9	A10A_CAT	A10B_CAT	A10C_CAT	A10A_COMP	A10B_COMP	A10AB_COMP	A11A_CAT	A11B_CAT	A11C_CAT	A11A_COMP	A11B_COMP	A11AB_COMP	A12	A13A	A13B	A13C	A13D	A14A	A14B	A14C	A14D	A15	A16A	A16B	A16C	A16D	A16E	A16F	A16G	A16H	A16I	A17	A18	A19	A20A	A20B	A20C	A20D	A21A	A21B	A21C	A22	A23	A24_G6	A24_G7	A24_G8	A24_G9	A24_G10	A25A	A25B	A25C	A25D	A25E	A25F	A25G	A25H	A25I	A25J	A25K	A25L	A25M	A25N	A25O	A25P	A26
1	1	213	4	6050	1	689.296889724761	25.0362857937123	2	6	6	6	6	6	2	2	1	2	2	2	1	2	2	1	2	2	-9	2	-9	2	2	2	1	1	7	4	7	2	2	3	4	4	5	2	2	3	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	1	2	1	1	2	5	1	2	2	2	1	2	2	1	2	5	4	4	4	4	4	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	2	4
2	1	141	5	7389	9	118.869871216411	1.03966172297508	2	3	3	3	-9	-9	2	2	1	1	2	2	2	1	2	1	1	2	2	2	2	2	2	2	2	2	9	6	6	4	4	5	9	6	6	4	4	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	2	2	5	2	2	2	2	2	2	2	1	2	5	2	2	2	-9	-9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
3	1	116	6	3358	7	1128.89421176005	89.9843212272502	2	-9	-9	-9	6	6	2	2	1	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	1	1	8	6	5	4	5	4	3	5	4	2	5	4	2	2	1	2	2	2	1	2	2	2	2	2	2	2	1	2	2	1	2	1	-8	1	1	1	2	1	2	1	1	2	5	-9	-9	-9	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2
4	1	155	6	5553	5	146.758372210472	9.38315266880143	2	6	6	6	-9	-9	2	2	1	1	1	1	1	1	1	2	2	2	1	2	2	2	1	2	2	1	9	6	9	3	2	3	6	3	5	3	2	3	2	2	2	2	2	2	1	1	2	2	2	2	2	2	1	1	1	2	2	1	-8	1	1	2	2	1	2	2	1	2	5	6	6	6	-9	-9	2	2	2	2	2	2	2	2	2	1	2	1	1	1	1	1	1
5	1	100	5	8232	3	63.7414580983654	15.3771455429706	2	-9	-9	-9	6	1	1	2	2	2	2	2	1	1	2	1	2	2	1	2	1	2	1	2	1	1	9	0	0	-9	-9	-9	9	0	0	-9	-9	-9	2	2	2	2	2	2	2	2	2	1	1	2	1	2	1	1	1	1	2	2	5	2	1	1	1	1	-9	-9	1	2	5	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	2	2	2	1	2
6	0	221	5	7330	9	131.049858312839	1.59399246923505	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
7	1	6	5	3397	7	107.763712202523	5.31643534450116	2	-9	-9	-9	6	-9	1	2	2	2	2	2	2	1	2	2	2	2	-9	2	-9	2	2	2	2	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	2	2	2	1	1	1	1	2	2	2	2	1	1	1	1	1	2	2	5	1	2	2	2	2	2	2	1	2	5	-9	-9	-9	5	1	2	2	2	2	2	1	2	1	1	1	2	2	2	2	2	1	1
8	1	74	1	5596	5	215.962834292215	8.35300271048087	2	-9	-9	-9	6	6	2	2	2	2	2	2	1	2	2	2	2	2	1	1	1	2	2	2	2	2	8	6	9	1	2	2	-9	-9	-9	-9	-9	-9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	5	-9	-9	-9	-9	6	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	1
9	0	8	5	5535	5	184.481561903316	5.54881752737777	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
10	1	68	5	7287	9	172.337297822117	21.2958990776378	2	-9	6	6	-9	-9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	4	4	9	1	1	1	3	3	5	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	1	1	1	1	2	2	5	1	1	2	2	1	2	2	-9	2	5	-9	1	1	-9	-9	1	2	1	2	2	2	2	2	2	1	2	2	1	1	2	2	1
11	1	122	5	2177	4	247.437569482611	17.6356064150382	2	4	4	4	-9	-9	2	2	1	1	2	1	1	1	2	1	2	1	-8	-8	-8	2	2	2	1	1	3	3	8	1	1	1	-8	-8	-8	-8	-8	-8	2	2	2	2	2	1	1	1	2	2	2	2	1	1	2	1	1	1	1	2	5	1	2	2	2	2	2	2	1	2	5	3	3	3	-9	-9	1	2	1	2	2	2	2	2	2	1	2	2	2	2	2	1	1
12	1	92	4	7339	9	754.325788595634	21.9280752498731	2	4	-9	-9	-9	-9	2	2	1	1	1	1	1	1	2	2	2	2	1	2	1	2	1	2	1	1	9	4	5	4	2	4	9	0	0	-9	-9	-9	2	2	2	2	2	1	1	1	2	2	2	2	2	1	1	1	1	1	1	2	5	1	1	2	2	1	2	2	1	2	5	4	-9	-9	-9	-9	1	2	2	2	2	2	2	2	2	1	1	1	2	2	2	1	3
13	1	170	5	5136	5	514.837984442368	72.540772759003	1	-8	-8	-8	-8	-8	1	2	1	1	1	1	1	1	2	2	2	2	1	2	1	2	1	2	1	1	8	4	5	3	2	4	5	2	3	5	3	5	2	2	2	2	2	1	1	1	2	2	2	2	2	1	1	1	1	1	1	2	1	1	1	2	2	1	2	2	1	2	5	-9	-9	-9	-9	-9	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	4
14	1	129	5	3047	7	105.926170613703	3.75558835926809	2	6	6	6	-9	-9	2	2	1	1	2	2	2	1	2	2	2	2	-9	2	-9	2	-9	2	-9	2	7	4	5	3	2	4	3	2	2	5	5	5	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	1	1	1	2	2	5	1	2	2	2	1	2	1	1	2	5	2	2	2	-9	-9	1	2	1	2	2	1	2	1	1	1	1	2	2	2	2	2	1
15	1	124	4	8058	3	485.318465136509	6.52999376445086	2	4	-9	-9	-9	-9	2	2	1	1	1	2	1	2	1	2	1	2	1	2	1	2	2	2	1	1	3	3	6	1	1	1	2	1	2	3	1	3	2	2	2	2	2	2	1	2	2	2	2	2	2	1	1	1	1	1	1	1	-8	1	1	2	2	1	2	2	1	2	5	1	-9	-9	-9	-9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4
16	1	210	4	4509	2	3018.70938446014	119	2	-9	-9	-9	4	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	9	6	9	2	3	3	4	4	5	2	3	3	2	2	2	2	2	2	1	2	1	1	2	2	2	1	1	1	2	1	2	2	5	1	1	2	1	1	2	2	1	2	5	-9	-9	-9	4	4	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	4
17	1	120	5	3440	7	409.158263501036	18.6830257306409	2	4	6	6	-9	-9	1	2	1	1	1	1	1	1	1	2	2	2	1	2	1	2	2	2	1	1	4	4	7	1	1	2	4	4	6	1	1	2	2	2	2	2	2	2	1	1	2	2	2	2	2	1	2	1	1	1	1	2	2	1	2	2	2	1	2	2	1	2	5	3	3	3	-9	-9	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2
18	1	70	6	5535	5	48.8473573305988	2.72044081319768	2	-9	-9	-9	6	6	2	2	2	2	1	2	2	2	2	2	2	2	1	1	1	2	2	2	2	1	9	6	8	4	2	4	9	0	6	4	0	4	2	2	2	2	2	2	1	2	2	2	2	2	2	1	1	1	2	1	2	2	5	2	2	2	2	2	2	1	1	2	5	-9	-9	-9	6	6	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	3
19	1	208	5	6050	1	414.863017615274	25.0362857937123	2	6	6	6	-9	-9	2	2	1	1	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	1	4	3	5	2	1	3	3	2	3	3	2	3	2	2	2	2	2	1	2	1	2	2	2	2	2	1	2	1	1	1	1	2	1	1	1	2	2	1	2	2	1	2	5	6	6	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1
20	0	161	5	7160	9	287.898775333613	81.0324022589871	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
21	0	78	5	9071	8	67.6922933741689	1.41272522063886	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
22	0	132	8	9237	8	55.277016042524	1.41272522063886	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
23	1	58	5	2023	4	229.964845624572	9.52826752042646	2	6	6	6	-9	-9	2	2	1	1	2	2	2	2	2	2	2	1	-8	-8	-8	2	2	2	2	2	1	2	7	1	1	1	-8	-8	-8	-8	-8	-8	2	2	2	2	2	2	1	1	1	2	2	2	1	1	1	1	1	1	1	2	5	1	2	2	2	1	2	2	1	2	5	2	2	2	-9	-9	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2
24	1	49	5	5493	5	363.336137884605	93.0603588454442	2	6	6	6	-9	-9	2	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	2	-9	-9	-9	2	2	2	2	1	4	4	9	1	1	1	3	3	2	4	6	5	2	2	2	2	2	1	1	1	1	2	2	2	2	2	2	1	1	1	2	2	5	1	2	2	2	1	2	2	1	2	5	4	4	4	-9	-9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
25	1	45	5	6221	1	194.762090034114	34.3821127724378	2	3	3	3	-9	-9	1	2	2	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	1	1	7	4	8	2	1	2	3	2	3	4	2	4	2	2	1	2	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	2	4	1	1	2	2	1	2	2	1	2	5	3	3	3	-9	-9	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2
26	1	64	5	9084	8	2872.13798579773	34.1921188785444	2	3	6	6	-9	-9	2	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	2	2	2	1	2	2	2	1	1	7	5	3	5	5	5	7	5	2	6	6	6	2	2	2	2	2	2	1	1	2	2	2	2	2	1	1	1	1	1	1	2	2	1	1	2	2	1	2	2	-9	2	5	2	2	2	-9	-9	1	2	1	1	2	2	1	2	2	1	2	2	2	2	2	1	3
27	1	24	6	3529	7	135.366658624822	24.8835769530923	2	4	4	4	-9	-9	2	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	2	2	2	1	2	2	2	1	1	4	4	9	1	1	1	4	4	6	1	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	1	1	1	1	2	1	1	1	2	2	1	2	2	1	2	5	-9	-9	3	-9	-9	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	4
28	1	75	5	6266	1	50.6419633346694	10.1751301066582	2	-9	-9	-9	6	-9	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	1	2	1	1	1	2	2	2	2	2	2	1	1	1	1	1	1	2	5	1	1	1	1	1	2	1	1	2	5	-9	-9	-9	2	-9	1	2	1	1	2	2	2	2	2	1	2	2	2	1	2	1	2
29	0	62	4	9101	8	142.469523844225	10.0823428545688	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
30	1	182	5	8016	3	576.62803992	1.19309129264624	2	3	3	3	-9	-9	2	2	2	2	2	2	1	2	2	2	2	1	-8	-8	-8	2	2	1	2	2	0	0	6	0	0	0	-8	-8	-8	-8	-8	-8	2	2	2	2	2	1	1	2	2	2	2	2	2	1	1	2	1	1	2	1	-8	1	1	2	2	2	2	2	1	1	-8	1	1	1	-9	-9	2	2	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1
31	1	201	6	6210	1	113.781209083034	41.1566673320728	3	-8	-8	-8	-8	-8	2	2	1	1	1	1	1	1	2	2	2	2	1	1	1	2	1	1	1	1	8	4	3	5	5	6	8	4	4	5	5	6	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	1	2	2	4	1	1	1	1	1	1	1	2	2	5	-9	6	6	-9	-9	2	2	2	1	2	2	2	2	2	2	2	2	1	1	1	1	3
32	1	60	6	5136	5	126.115027682885	72.540772759003	1	-8	-8	-8	-8	-8	1	2	2	-9	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	1	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	-9	2	2	2	2	2	2	1	1	2	2	2	2	2	2	1	1	1	1	2	2	5	1	1	1	1	1	2	2	1	2	5	-9	2	2	-9	-9	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	1	2
33	1	156	5	5074	5	369.520766991541	182.35196136454	1	-8	-8	-8	-8	-8	1	2	1	1	2	2	1	2	2	2	2	2	1	2	1	2	1	2	1	1	3	4	8	1	1	1	3	4	6	1	1	1	2	2	2	2	2	1	1	1	1	2	2	2	2	2	1	1	1	1	2	2	5	1	1	2	2	1	2	1	1	1	-8	-9	-9	-9	4	4	2	2	1	2	2	2	2	1	1	1	2	2	2	2	2	2	2
34	1	223	5	8224	3	714.702391190552	21.6576482178955	2	-9	-9	-9	-9	-9	2	2	2	2	2	2	1	1	2	1	2	2	1	2	1	2	1	2	2	1	7	4	1	6	6	6	3	2	1	6	6	6	2	2	2	2	2	2	1	2	2	1	2	2	2	1	1	1	1	1	2	2	3	1	2	1	2	1	2	1	-9	2	5	1	6	1	-9	-9	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	1	4
35	1	131	5	8279	3	467.651474750454	6.34888601721588	2	3	-9	-9	-9	-9	1	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	2	1	2	1	2	1	2	1	1	6	4	8	2	1	2	4	3	0	-9	-9	-9	2	2	2	2	2	1	2	2	2	2	2	2	2	1	1	1	1	1	1	2	4	1	1	2	2	1	2	2	1	1	-8	3	-9	-9	-9	-9	2	2	1	2	2	2	2	2	2	1	2	1	1	1	1	1	1
36	1	172	6	5541	5	282.584607750859	38.6102691601497	2	6	6	4	-9	-9	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	4	8	1	1	2	2	2	3	2	2	3	2	2	2	2	2	2	1	1	1	2	2	2	2	1	1	1	1	1	2	2	5	1	2	2	2	1	2	1	-9	2	5	1	6	1	-9	-9	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	4
37	1	119	5	5541	5	240.137039898492	38.6102691601497	2	6	4	-9	-9	-9	2	2	1	1	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	3	2	7	1	1	1	2	1	5	1	1	2	2	2	2	2	2	2	1	1	1	2	2	2	2	1	1	1	1	1	2	2	5	2	2	2	2	1	2	2	1	2	5	1	4	1	-9	-9	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2
38	1	192	5	8016	3	466.47719828427	1.19309129264624	2	6	6	6	-9	-9	2	2	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	2	1	1	9	6	4	5	6	6	9	0	0	-9	-9	-9	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	1	1	1	1	2	5	2	2	2	2	1	2	2	-9	2	5	4	4	4	-9	-9	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	1	1
39	1	180	4	5447	5	3182.23312032151	117.981866458882	2	4	-9	-9	-9	-9	-9	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	2	2	2	2	2	2	2	1	1	6	4	0	-9	-9	-9	7	-9	-9	-9	-9	-9	2	2	2	2	1	1	2	2	2	2	2	2	2	2	1	1	1	1	1	2	4	1	2	2	2	1	2	2	1	2	5	3	-9	-9	-9	-9	2	2	2	2	1	2	2	2	2	1	2	1	2	1	1	1	1
40	1	21	5	3047	7	75.6257433700312	3.75558835926809	2	-9	6	6	-9	-9	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	6	3	4	3	2	4	2	1	2	4	1	4	2	2	2	2	2	1	2	1	1	2	2	2	2	2	2	1	2	1	2	2	5	1	2	2	2	2	2	1	2	2	5	-9	2	2	-9	-9	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2
41	1	50	5	3122	7	1437.976828793	156.135353895572	2	-9	6	6	-9	-9	2	2	2	2	1	1	1	1	1	1	1	2	1	2	1	2	2	2	2	2	7	5	9	2	1	2	7	5	6	2	1	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	1	2	1	1	2	5	1	2	2	2	1	2	2	-9	2	5	-9	3	3	-9	-9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4
42	1	117	5	9053	8	545.211538450413	1.41272522063886	2	6	6	6	6	6	2	2	1	1	1	2	2	2	2	2	2	1	-8	-8	-8	2	2	2	2	1	3	3	9	1	1	1	-8	-8	-8	-8	-8	-8	2	2	2	2	1	2	1	1	2	2	2	1	2	1	1	1	1	1	2	2	5	2	1	2	2	1	2	2	1	2	5	2	2	2	4	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
43	1	157	5	9118	8	228.994406654754	18.743882119076	2	4	4	4	-9	-9	2	2	1	2	2	2	1	2	1	1	2	2	1	2	1	2	1	2	1	1	8	5	5	4	3	4	8	5	6	4	3	4	2	2	2	2	2	2	1	2	2	2	2	2	1	1	1	1	1	1	2	2	5	1	1	1	1	1	-9	-9	1	2	5	1	4	1	-9	-9	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	1	4
44	1	147	5	7160	9	352.071816711461	81.0324022589871	1	-8	-8	-8	-8	-8	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7	6	8	2	2	3	7	6	6	2	2	3	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	1	1	2	1	-8	1	1	2	2	2	2	2	2	2	5	1	1	1	1	1	2	-9	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3
